number,operon,start,end,gene,strand,direction
1188,GCF_001277235.1_ASM127723v1_genomic_operon_1,326,0,X-unknown,reverse,-1
1189,GCF_001277275.1_ASM127727v1_genomic_operon_1,295,2643,X-unknown,forward,1
1190,GCF_001277275.1_ASM127727v1_genomic_operon_1,2775,3917,X-unknown,forward,1
1191,GCF_001277275.1_ASM127727v1_genomic_operon_1,3999,4874,X-unknown,forward,1
1192,GCF_001277275.1_ASM127727v1_genomic_operon_1,5056,6159,X-unknown,forward,1
1193,GCF_001277275.1_ASM127727v1_genomic_operon_1,6179,6574,X-unknown,forward,1
1194,GCF_001277275.1_ASM127727v1_genomic_operon_1,6571,7047,X-unknown,forward,1
1195,GCF_001277275.1_ASM127727v1_genomic_operon_1,7047,7691,X-unknown,forward,1
1196,GCF_001277275.1_ASM127727v1_genomic_operon_1,7755,8174,X-unknown,forward,1
1197,GCF_001277275.1_ASM127727v1_genomic_operon_1,8184,8741,X-unknown,forward,1
1198,GCF_001277275.1_ASM127727v1_genomic_operon_1,8863,9666,X-unknown,forward,1
1199,GCF_001277275.1_ASM127727v1_genomic_operon_1,9787,9891,X-unknown,reverse,-1
1200,GCF_001277275.1_ASM127727v1_genomic_operon_1,10001,10636,ssp6,reverse,-1
1201,GCF_001277275.1_ASM127727v1_genomic_operon_1,10921,11514,X-unknown,forward,1
1202,GCF_001277275.1_ASM127727v1_genomic_operon_1,11714,11944,X-unknown,forward,1
1203,GCF_001277275.1_ASM127727v1_genomic_operon_1,12538,13137,X-unknown,forward,1
1204,GCF_001277275.1_ASM127727v1_genomic_operon_1,13767,13955,X-unknown,forward,1
1205,GCF_001277275.1_ASM127727v1_genomic_operon_1,14021,14446,X-unknown,forward,1
1206,GCF_001277275.1_ASM127727v1_genomic_operon_1,14446,14601,X-unknown,forward,1
1207,GCF_001277275.1_ASM127727v1_genomic_operon_1,14728,15306,X-unknown,forward,1
1208,GCF_001277275.1_ASM127727v1_genomic_operon_1,15712,18828,X-unknown,reverse,-1
1209,GCF_001277275.1_ASM127727v1_genomic_operon_1,18945,20156,X-unknown,reverse,-1
1210,GCF_001572725.1_ASM157272v1_genomic_operon_1,851,2071,X-unknown,forward,1
1211,GCF_001572725.1_ASM157272v1_genomic_operon_1,2068,2769,X-unknown,forward,1
1212,GCF_001572725.1_ASM157272v1_genomic_operon_1,3144,3776,X-unknown,reverse,-1
1213,GCF_001572725.1_ASM157272v1_genomic_operon_1,3818,4786,X-unknown,reverse,-1
1214,GCF_001572725.1_ASM157272v1_genomic_operon_1,4893,5330,X-unknown,forward,1
1215,GCF_001572725.1_ASM157272v1_genomic_operon_1,5327,7528,X-unknown,reverse,-1
1216,GCF_001572725.1_ASM157272v1_genomic_operon_1,7632,8285,X-unknown,reverse,-1
1217,GCF_001572725.1_ASM157272v1_genomic_operon_1,8554,9651,X-unknown,forward,1
1218,GCF_001572725.1_ASM157272v1_genomic_operon_1,9999,10643,ssp6,forward,1
1219,GCF_001572725.1_ASM157272v1_genomic_operon_1,10640,10816,X-unknown,forward,1
1220,GCF_001572725.1_ASM157272v1_genomic_operon_1,11421,12074,X-unknown,forward,1
1221,GCF_001572725.1_ASM157272v1_genomic_operon_1,12247,12741,X-unknown,forward,1
1222,GCF_001572725.1_ASM157272v1_genomic_operon_1,12851,13024,X-unknown,forward,1
1223,GCF_001572725.1_ASM157272v1_genomic_operon_1,13028,13804,X-unknown,reverse,-1
1224,GCF_001572725.1_ASM157272v1_genomic_operon_1,13856,14596,X-unknown,reverse,-1
1225,GCF_001572725.1_ASM157272v1_genomic_operon_1,14593,15531,X-unknown,reverse,-1
1226,GCF_001572725.1_ASM157272v1_genomic_operon_1,15528,16688,X-unknown,reverse,-1
1227,GCF_001572725.1_ASM157272v1_genomic_operon_1,16769,17701,X-unknown,reverse,-1
1228,GCF_001572725.1_ASM157272v1_genomic_operon_1,17846,18892,X-unknown,reverse,-1
1229,GCF_001572725.1_ASM157272v1_genomic_operon_1,19039,20079,X-unknown,forward,1
1230,GCF_001701425.2_ASM170142v2_genomic_operon_1,1106,2785,X-unknown,forward,1
1231,GCF_001701425.2_ASM170142v2_genomic_operon_1,2868,3506,X-unknown,reverse,-1
1232,GCF_001701425.2_ASM170142v2_genomic_operon_1,3686,4555,X-unknown,forward,1
1233,GCF_001701425.2_ASM170142v2_genomic_operon_1,5742,6416,ssp6,forward,1
1234,GCF_001701425.2_ASM170142v2_genomic_operon_1,6418,6765,X-unknown,forward,1
1235,GCF_001701425.2_ASM170142v2_genomic_operon_1,6768,7247,TssD,forward,1
1236,GCF_001701425.2_ASM170142v2_genomic_operon_1,7782,8531,X-unknown,reverse,-1
1237,GCF_001701425.2_ASM170142v2_genomic_operon_1,8608,8892,X-unknown,reverse,-1
1238,GCF_001701425.2_ASM170142v2_genomic_operon_1,9003,9116,X-unknown,forward,1
1239,GCF_001701425.2_ASM170142v2_genomic_operon_1,9299,9421,X-unknown,reverse,-1
1240,GCF_001701425.2_ASM170142v2_genomic_operon_1,9546,10673,PAAR_motif,forward,1
1241,GCF_001701425.2_ASM170142v2_genomic_operon_1,10663,10926,X-unknown,forward,1
1242,GCF_001701425.2_ASM170142v2_genomic_operon_1,11106,12344,X-unknown,forward,1
1243,GCF_001701425.2_ASM170142v2_genomic_operon_1,12307,12573,X-unknown,forward,1
1244,GCF_001701425.2_ASM170142v2_genomic_operon_1,12573,13031,X-unknown,forward,1
1245,GCF_001701425.2_ASM170142v2_genomic_operon_1,13256,14140,X-unknown,forward,1
1246,GCF_001701425.2_ASM170142v2_genomic_operon_1,14739,15248,X-unknown,reverse,-1
1247,GCF_001701425.2_ASM170142v2_genomic_operon_1,15389,15670,X-unknown,reverse,-1
1248,GCF_001855315.1_ASM185531v1_genomic_operon_1,467,1849,X-unknown,reverse,-1
1249,GCF_001855315.1_ASM185531v1_genomic_operon_1,2121,3440,X-unknown,reverse,-1
1250,GCF_001855315.1_ASM185531v1_genomic_operon_1,3852,5306,X-unknown,forward,1
1251,GCF_001855315.1_ASM185531v1_genomic_operon_1,5365,7044,X-unknown,forward,1
1252,GCF_001855315.1_ASM185531v1_genomic_operon_1,7127,7765,X-unknown,reverse,-1
1253,GCF_001855315.1_ASM185531v1_genomic_operon_1,7945,8814,X-unknown,forward,1
1254,GCF_001855315.1_ASM185531v1_genomic_operon_1,10001,10675,ssp6,forward,1
1255,GCF_001855315.1_ASM185531v1_genomic_operon_1,10677,11024,X-unknown,forward,1
1256,GCF_001855315.1_ASM185531v1_genomic_operon_1,11027,11506,TssD,forward,1
1257,GCF_001855315.1_ASM185531v1_genomic_operon_1,12041,12790,X-unknown,reverse,-1
1258,GCF_001855315.1_ASM185531v1_genomic_operon_1,12867,13151,X-unknown,reverse,-1
1259,GCF_001855315.1_ASM185531v1_genomic_operon_1,13262,13375,X-unknown,forward,1
1260,GCF_001855315.1_ASM185531v1_genomic_operon_1,13558,13680,X-unknown,reverse,-1
1261,GCF_001855315.1_ASM185531v1_genomic_operon_1,13805,14932,PAAR_motif,forward,1
1262,GCF_001855315.1_ASM185531v1_genomic_operon_1,14922,15185,X-unknown,forward,1
1263,GCF_001855315.1_ASM185531v1_genomic_operon_1,15365,16603,X-unknown,forward,1
1264,GCF_001855315.1_ASM185531v1_genomic_operon_1,16566,16832,X-unknown,forward,1
1265,GCF_001855315.1_ASM185531v1_genomic_operon_1,16832,17290,X-unknown,forward,1
1266,GCF_001855315.1_ASM185531v1_genomic_operon_1,17515,18399,X-unknown,forward,1
1267,GCF_001855315.1_ASM185531v1_genomic_operon_1,18998,19507,X-unknown,reverse,-1
1268,GCF_001855315.1_ASM185531v1_genomic_operon_1,19648,19929,X-unknown,reverse,-1
1269,GCF_001870165.1_ASM187016v1_genomic_operon_1,1110,2789,X-unknown,forward,1
1270,GCF_001870165.1_ASM187016v1_genomic_operon_1,2872,3510,X-unknown,reverse,-1
1271,GCF_001870165.1_ASM187016v1_genomic_operon_1,3690,4559,X-unknown,forward,1
1272,GCF_001870165.1_ASM187016v1_genomic_operon_1,5742,6416,ssp6,forward,1
1273,GCF_001870165.1_ASM187016v1_genomic_operon_1,6418,6765,X-unknown,forward,1
1274,GCF_001870165.1_ASM187016v1_genomic_operon_1,6768,7247,TssD,forward,1
1275,GCF_001870165.1_ASM187016v1_genomic_operon_1,7782,8531,X-unknown,reverse,-1
1276,GCF_001870165.1_ASM187016v1_genomic_operon_1,8608,8892,X-unknown,reverse,-1
1277,GCF_001870165.1_ASM187016v1_genomic_operon_1,9003,9116,X-unknown,forward,1
1278,GCF_001870165.1_ASM187016v1_genomic_operon_1,9299,9421,X-unknown,reverse,-1
1279,GCF_001870165.1_ASM187016v1_genomic_operon_1,9546,10673,PAAR_motif,forward,1
1280,GCF_001870165.1_ASM187016v1_genomic_operon_1,10663,10926,X-unknown,forward,1
1281,GCF_001870165.1_ASM187016v1_genomic_operon_1,11106,12344,X-unknown,forward,1
1282,GCF_001870165.1_ASM187016v1_genomic_operon_1,12307,12573,X-unknown,forward,1
1283,GCF_001870165.1_ASM187016v1_genomic_operon_1,13256,13837,X-unknown,forward,1
1284,GCF_001870165.1_ASM187016v1_genomic_operon_1,13869,14837,X-unknown,forward,1
1285,GCF_001870165.1_ASM187016v1_genomic_operon_1,15805,16314,X-unknown,reverse,-1
1286,GCF_001939885.2_ASM193988v2_genomic_operon_1,5364,5648,X-unknown,forward,1
1287,GCF_001939885.2_ASM193988v2_genomic_operon_1,5690,6499,X-unknown,forward,1
1288,GCF_001939885.2_ASM193988v2_genomic_operon_1,6572,7363,X-unknown,forward,1
1289,GCF_001939885.2_ASM193988v2_genomic_operon_1,7418,7999,X-unknown,reverse,-1
1290,GCF_001939885.2_ASM193988v2_genomic_operon_1,8101,8367,X-unknown,reverse,-1
1291,GCF_001939885.2_ASM193988v2_genomic_operon_1,8330,9568,X-unknown,reverse,-1
1292,GCF_001939885.2_ASM193988v2_genomic_operon_1,9748,10011,X-unknown,reverse,-1
1293,GCF_001939885.2_ASM193988v2_genomic_operon_1,10001,11128,PAAR_motif,reverse,-1
1294,GCF_001939885.2_ASM193988v2_genomic_operon_1,11253,11375,X-unknown,forward,1
1295,GCF_001939885.2_ASM193988v2_genomic_operon_1,12409,12888,X-unknown,forward,1
1296,GCF_001939885.2_ASM193988v2_genomic_operon_1,13905,14252,X-unknown,reverse,-1
1297,GCF_001939885.2_ASM193988v2_genomic_operon_1,14254,14928,ssp6,reverse,-1
1298,GCF_001939885.2_ASM193988v2_genomic_operon_1,16384,16899,X-unknown,forward,1
1299,GCF_001939885.2_ASM193988v2_genomic_operon_1,16880,17398,X-unknown,forward,1
1300,GCF_001939885.2_ASM193988v2_genomic_operon_1,17400,17885,TssD,forward,1
1301,GCF_001939885.2_ASM193988v2_genomic_operon_1,18020,19699,X-unknown,reverse,-1
1302,GCF_001939885.2_ASM193988v2_genomic_operon_1,19758,21212,X-unknown,reverse,-1
1303,GCF_001939885.2_ASM193988v2_genomic_operon_1,21624,22943,X-unknown,forward,1
1304,GCF_002156725.1_ASM215672v1_genomic_operon_1,1784,2350,X-unknown,reverse,-1
1305,GCF_002156725.1_ASM215672v1_genomic_operon_1,2368,2613,X-unknown,reverse,-1
1306,GCF_002156725.1_ASM215672v1_genomic_operon_1,2610,3347,X-unknown,reverse,-1
1307,GCF_002156725.1_ASM215672v1_genomic_operon_1,3908,4174,X-unknown,forward,1
1308,GCF_002156725.1_ASM215672v1_genomic_operon_1,4525,4719,X-unknown,forward,1
1309,GCF_002156725.1_ASM215672v1_genomic_operon_1,4716,4943,X-unknown,forward,1
1310,GCF_002156725.1_ASM215672v1_genomic_operon_1,4940,5260,X-unknown,forward,1
1311,GCF_002156725.1_ASM215672v1_genomic_operon_1,5275,7608,X-unknown,forward,1
1312,GCF_002156725.1_ASM215672v1_genomic_operon_1,8354,8620,X-unknown,forward,1
1313,GCF_002156725.1_ASM215672v1_genomic_operon_1,8986,9465,X-unknown,forward,1
1314,GCF_002156725.1_ASM215672v1_genomic_operon_1,9999,10478,TssD,reverse,-1
1315,GCF_002156725.1_ASM215672v1_genomic_operon_1,10481,10828,X-unknown,reverse,-1
1316,GCF_002156725.1_ASM215672v1_genomic_operon_1,10830,11504,ssp6,reverse,-1
1317,GCF_002156725.1_ASM215672v1_genomic_operon_1,12691,13560,X-unknown,reverse,-1
1318,GCF_002156725.1_ASM215672v1_genomic_operon_1,13740,14378,X-unknown,forward,1
1319,GCF_002156725.1_ASM215672v1_genomic_operon_1,14461,16140,X-unknown,reverse,-1
1320,GCF_002156725.1_ASM215672v1_genomic_operon_1,16199,17653,X-unknown,reverse,-1
1321,GCF_002156725.1_ASM215672v1_genomic_operon_1,18065,19384,X-unknown,forward,1
1322,GCF_002156725.1_ASM215672v1_genomic_operon_1,19656,21038,X-unknown,forward,1
1323,GCF_002156765.1_ASM215676v1_genomic_operon_1,18080,16719,X-unknown,reverse,-1
1324,GCF_002156765.1_ASM215676v1_genomic_operon_1,16719,14359,X-unknown,reverse,-1
1325,GCF_002156765.1_ASM215676v1_genomic_operon_1,14005,10490,X-unknown,forward,1
1326,GCF_002156765.1_ASM215676v1_genomic_operon_1,10298,9819,TssD,reverse,-1
1327,GCF_002156765.1_ASM215676v1_genomic_operon_1,9816,9469,X-unknown,reverse,-1
1328,GCF_002156765.1_ASM215676v1_genomic_operon_1,9467,8793,ssp6,reverse,-1
1329,GCF_002156765.1_ASM215676v1_genomic_operon_1,7810,7679,X-unknown,forward,1
1330,GCF_002156765.1_ASM215676v1_genomic_operon_1,7689,6820,X-unknown,reverse,-1
1331,GCF_002156765.1_ASM215676v1_genomic_operon_1,6575,4896,X-unknown,reverse,-1
1332,GCF_002156765.1_ASM215676v1_genomic_operon_1,4837,3383,X-unknown,reverse,-1
1333,GCF_002156765.1_ASM215676v1_genomic_operon_1,2971,1652,X-unknown,forward,1
1334,GCF_002156765.1_ASM215676v1_genomic_operon_1,1382,0,X-unknown,forward,1
1335,GCF_002156765.1_ASM215676v1_genomic_operon_2,132,614,X-unknown,forward,1
1336,GCF_002156765.1_ASM215676v1_genomic_operon_2,568,1446,X-unknown,reverse,-1
1337,GCF_002156765.1_ASM215676v1_genomic_operon_2,1553,2938,X-unknown,forward,1
1338,GCF_002156765.1_ASM215676v1_genomic_operon_2,2999,3946,X-unknown,forward,1
1339,GCF_002156765.1_ASM215676v1_genomic_operon_2,3946,4314,X-unknown,forward,1
1340,GCF_002156765.1_ASM215676v1_genomic_operon_2,4429,5853,X-unknown,forward,1
1341,GCF_002156765.1_ASM215676v1_genomic_operon_2,5931,6461,X-unknown,forward,1
1342,GCF_002156765.1_ASM215676v1_genomic_operon_2,6575,8026,X-unknown,forward,1
1343,GCF_002156765.1_ASM215676v1_genomic_operon_2,8281,8727,X-unknown,forward,1
1344,GCF_002156765.1_ASM215676v1_genomic_operon_2,8792,8890,X-unknown,forward,1
1345,GCF_002156765.1_ASM215676v1_genomic_operon_2,9299,10015,ssp6,forward,1
1346,GCF_002156765.1_ASM215676v1_genomic_operon_2,10020,10214,X-unknown,forward,1
1347,GCF_002156765.1_ASM215676v1_genomic_operon_2,10233,10715,TssD,forward,1
1348,GCF_002156765.1_ASM215676v1_genomic_operon_2,10764,11144,X-unknown,reverse,-1
1349,GCF_002156765.1_ASM215676v1_genomic_operon_2,11135,11455,X-unknown,reverse,-1
1350,GCF_002156765.1_ASM215676v1_genomic_operon_2,11612,12373,X-unknown,reverse,-1
1351,GCF_002156765.1_ASM215676v1_genomic_operon_2,12576,12866,X-unknown,reverse,-1
1352,GCF_002156765.1_ASM215676v1_genomic_operon_2,13083,14270,X-unknown,reverse,-1
1353,GCF_002156765.1_ASM215676v1_genomic_operon_2,14500,14946,X-unknown,forward,1
1354,GCF_002156765.1_ASM215676v1_genomic_operon_2,14985,15410,X-unknown,reverse,-1
1355,GCF_002156765.1_ASM215676v1_genomic_operon_2,15619,16776,X-unknown,forward,1
1356,GCF_002156765.1_ASM215676v1_genomic_operon_2,16773,17618,X-unknown,reverse,-1
1357,GCF_002156765.1_ASM215676v1_genomic_operon_2,17708,18766,X-unknown,forward,1
1358,GCF_002156765.1_ASM215676v1_genomic_operon_2,18777,19448,X-unknown,reverse,-1
1359,GCF_002220515.1_ASM222051v1_genomic_operon_1,19474,18650,X-unknown,reverse,-1
1360,GCF_002220515.1_ASM222051v1_genomic_operon_1,18517,18158,X-unknown,reverse,-1
1361,GCF_002220515.1_ASM222051v1_genomic_operon_1,18050,17406,X-unknown,forward,1
1362,GCF_002220515.1_ASM222051v1_genomic_operon_1,17375,16362,X-unknown,reverse,-1
1363,GCF_002220515.1_ASM222051v1_genomic_operon_1,16036,15821,X-unknown,forward,1
1364,GCF_002220515.1_ASM222051v1_genomic_operon_1,15684,13936,X-unknown,forward,1
1365,GCF_002220515.1_ASM222051v1_genomic_operon_1,13778,11937,X-unknown,forward,1
1366,GCF_002220515.1_ASM222051v1_genomic_operon_1,11881,11429,X-unknown,reverse,-1
1367,GCF_002220515.1_ASM222051v1_genomic_operon_1,11412,10924,X-unknown,reverse,-1
1368,GCF_002220515.1_ASM222051v1_genomic_operon_1,10289,10080,X-unknown,reverse,-1
1369,GCF_002220515.1_ASM222051v1_genomic_operon_1,10108,9473,ssp6,reverse,-1
1370,GCF_002220515.1_ASM222051v1_genomic_operon_1,9297,8857,X-unknown,forward,1
1371,GCF_002220515.1_ASM222051v1_genomic_operon_1,8856,8140,X-unknown,reverse,-1
1372,GCF_002220515.1_ASM222051v1_genomic_operon_1,7977,7342,X-unknown,forward,1
1373,GCF_002220515.1_ASM222051v1_genomic_operon_1,7268,6120,X-unknown,reverse,-1
1374,GCF_002220515.1_ASM222051v1_genomic_operon_1,5968,4514,X-unknown,reverse,-1
1375,GCF_002220515.1_ASM222051v1_genomic_operon_1,4501,3236,X-unknown,reverse,-1
1376,GCF_002220515.1_ASM222051v1_genomic_operon_1,3114,1642,X-unknown,forward,1
1377,GCF_002220515.1_ASM222051v1_genomic_operon_1,1619,0,X-unknown,reverse,-1
1378,GCF_002220535.1_ASM222053v1_genomic_operon_1,18951,18244,X-unknown,reverse,-1
1379,GCF_002220535.1_ASM222053v1_genomic_operon_1,18169,17486,X-unknown,reverse,-1
1380,GCF_002220535.1_ASM222053v1_genomic_operon_1,17310,16963,X-unknown,forward,1
1381,GCF_002220535.1_ASM222053v1_genomic_operon_1,16931,16200,X-unknown,reverse,-1
1382,GCF_002220535.1_ASM222053v1_genomic_operon_1,16067,15171,X-unknown,forward,1
1383,GCF_002220535.1_ASM222053v1_genomic_operon_1,14852,14346,X-unknown,reverse,-1
1384,GCF_002220535.1_ASM222053v1_genomic_operon_1,14284,14027,X-unknown,reverse,-1
1385,GCF_002220535.1_ASM222053v1_genomic_operon_1,13793,13323,X-unknown,reverse,-1
1386,GCF_002220535.1_ASM222053v1_genomic_operon_1,13302,12649,X-unknown,reverse,-1
1387,GCF_002220535.1_ASM222053v1_genomic_operon_1,12534,11584,X-unknown,forward,1
1388,GCF_002220535.1_ASM222053v1_genomic_operon_1,11660,11229,X-unknown,reverse,-1
1389,GCF_002220535.1_ASM222053v1_genomic_operon_1,11137,10226,X-unknown,forward,1
1390,GCF_002220535.1_ASM222053v1_genomic_operon_1,10139,9924,X-unknown,reverse,-1
1391,GCF_002220535.1_ASM222053v1_genomic_operon_1,9927,9283,ssp6,reverse,-1
1392,GCF_002220535.1_ASM222053v1_genomic_operon_1,9101,7509,X-unknown,forward,1
1393,GCF_002220535.1_ASM222053v1_genomic_operon_1,7457,6702,X-unknown,reverse,-1
1394,GCF_002220535.1_ASM222053v1_genomic_operon_1,6699,5461,X-unknown,reverse,-1
1395,GCF_002220535.1_ASM222053v1_genomic_operon_1,5303,4767,X-unknown,forward,1
1396,GCF_002220535.1_ASM222053v1_genomic_operon_1,4409,3453,X-unknown,forward,1
1397,GCF_002220535.1_ASM222053v1_genomic_operon_1,3433,1559,X-unknown,forward,1
1398,GCF_002220535.1_ASM222053v1_genomic_operon_1,1535,0,X-unknown,forward,1
1399,GCF_002220595.1_ASM222059v1_genomic_operon_1,19331,18624,X-unknown,reverse,-1
1400,GCF_002220595.1_ASM222059v1_genomic_operon_1,18549,17866,X-unknown,reverse,-1
1401,GCF_002220595.1_ASM222059v1_genomic_operon_1,17691,17344,X-unknown,forward,1
1402,GCF_002220595.1_ASM222059v1_genomic_operon_1,17311,16580,X-unknown,reverse,-1
1403,GCF_002220595.1_ASM222059v1_genomic_operon_1,16447,15551,X-unknown,forward,1
1404,GCF_002220595.1_ASM222059v1_genomic_operon_1,15382,14885,X-unknown,forward,1
1405,GCF_002220595.1_ASM222059v1_genomic_operon_1,14852,14346,X-unknown,reverse,-1
1406,GCF_002220595.1_ASM222059v1_genomic_operon_1,14283,14026,X-unknown,reverse,-1
1407,GCF_002220595.1_ASM222059v1_genomic_operon_1,13792,13322,X-unknown,reverse,-1
1408,GCF_002220595.1_ASM222059v1_genomic_operon_1,13302,12649,X-unknown,reverse,-1
1409,GCF_002220595.1_ASM222059v1_genomic_operon_1,12534,11584,X-unknown,forward,1
1410,GCF_002220595.1_ASM222059v1_genomic_operon_1,11660,11229,X-unknown,reverse,-1
1411,GCF_002220595.1_ASM222059v1_genomic_operon_1,11137,10226,X-unknown,forward,1
1412,GCF_002220595.1_ASM222059v1_genomic_operon_1,10139,9924,X-unknown,reverse,-1
1413,GCF_002220595.1_ASM222059v1_genomic_operon_1,9774,9283,ssp6,reverse,-1
1414,GCF_002220595.1_ASM222059v1_genomic_operon_1,9101,7509,X-unknown,forward,1
1415,GCF_002220595.1_ASM222059v1_genomic_operon_1,7457,6702,X-unknown,reverse,-1
1416,GCF_002220595.1_ASM222059v1_genomic_operon_1,6699,5461,X-unknown,reverse,-1
1417,GCF_002220595.1_ASM222059v1_genomic_operon_1,5303,4767,X-unknown,forward,1
1418,GCF_002220595.1_ASM222059v1_genomic_operon_1,4409,3453,X-unknown,forward,1
1419,GCF_002220595.1_ASM222059v1_genomic_operon_1,3433,1559,X-unknown,forward,1
1420,GCF_002220595.1_ASM222059v1_genomic_operon_1,1535,0,X-unknown,forward,1
1421,GCF_002220595.1_ASM222059v1_genomic_operon_2,695,1573,X-unknown,forward,1
1422,GCF_002220595.1_ASM222059v1_genomic_operon_2,1660,3321,X-unknown,forward,1
1423,GCF_002220595.1_ASM222059v1_genomic_operon_2,3562,3900,X-unknown,forward,1
1424,GCF_002220595.1_ASM222059v1_genomic_operon_2,4019,4303,X-unknown,reverse,-1
1425,GCF_002220595.1_ASM222059v1_genomic_operon_2,4296,4730,X-unknown,reverse,-1
1426,GCF_002220595.1_ASM222059v1_genomic_operon_2,4892,5374,X-unknown,forward,1
1427,GCF_002220595.1_ASM222059v1_genomic_operon_2,5992,6771,X-unknown,forward,1
1428,GCF_002220595.1_ASM222059v1_genomic_operon_2,6805,8031,X-unknown,forward,1
1429,GCF_002220595.1_ASM222059v1_genomic_operon_2,8042,8695,X-unknown,forward,1
1430,GCF_002220595.1_ASM222059v1_genomic_operon_2,9999,10646,ssp6,reverse,-1
1431,GCF_002220595.1_ASM222059v1_genomic_operon_2,10999,12660,X-unknown,reverse,-1
1432,GCF_002220595.1_ASM222059v1_genomic_operon_2,12732,13097,X-unknown,reverse,-1
1433,GCF_002220595.1_ASM222059v1_genomic_operon_2,13261,13713,X-unknown,reverse,-1
1434,GCF_002220595.1_ASM222059v1_genomic_operon_2,13812,14546,X-unknown,forward,1
1435,GCF_002220595.1_ASM222059v1_genomic_operon_2,14606,15106,X-unknown,reverse,-1
1436,GCF_002220595.1_ASM222059v1_genomic_operon_2,15201,16118,X-unknown,forward,1
1437,GCF_002220595.1_ASM222059v1_genomic_operon_2,16113,16628,X-unknown,reverse,-1
1438,GCF_002220595.1_ASM222059v1_genomic_operon_2,16749,16931,X-unknown,forward,1
1439,GCF_002220595.1_ASM222059v1_genomic_operon_2,16964,17242,X-unknown,reverse,-1
1440,GCF_002220595.1_ASM222059v1_genomic_operon_2,17244,17474,X-unknown,reverse,-1
1441,GCF_002220595.1_ASM222059v1_genomic_operon_2,17667,18080,X-unknown,forward,1
1442,GCF_002220595.1_ASM222059v1_genomic_operon_2,18131,18703,X-unknown,reverse,-1
1443,GCF_002220595.1_ASM222059v1_genomic_operon_2,18888,19223,X-unknown,forward,1
1444,GCF_002220595.1_ASM222059v1_genomic_operon_2,19291,19737,X-unknown,forward,1
1445,GCF_002220595.1_ASM222059v1_genomic_operon_2,19764,20102,X-unknown,reverse,-1
1446,GCF_002220595.1_ASM222059v1_genomic_operon_3,19718,18894,X-unknown,reverse,-1
1447,GCF_002220595.1_ASM222059v1_genomic_operon_3,18761,18402,X-unknown,reverse,-1
1448,GCF_002220595.1_ASM222059v1_genomic_operon_3,18294,17650,X-unknown,forward,1
1449,GCF_002220595.1_ASM222059v1_genomic_operon_3,17619,16606,X-unknown,reverse,-1
1450,GCF_002220595.1_ASM222059v1_genomic_operon_3,16279,16064,X-unknown,forward,1
1451,GCF_002220595.1_ASM222059v1_genomic_operon_3,15927,14179,X-unknown,forward,1
1452,GCF_002220595.1_ASM222059v1_genomic_operon_3,14021,12180,X-unknown,forward,1
1453,GCF_002220595.1_ASM222059v1_genomic_operon_3,12124,11672,X-unknown,reverse,-1
1454,GCF_002220595.1_ASM222059v1_genomic_operon_3,11656,11168,X-unknown,reverse,-1
1455,GCF_002220595.1_ASM222059v1_genomic_operon_3,10533,10324,X-unknown,reverse,-1
1456,GCF_002220595.1_ASM222059v1_genomic_operon_3,10352,9717,ssp6,reverse,-1
1457,GCF_002220595.1_ASM222059v1_genomic_operon_3,9541,9101,X-unknown,forward,1
1458,GCF_002220595.1_ASM222059v1_genomic_operon_3,8811,8170,X-unknown,forward,1
1459,GCF_002220595.1_ASM222059v1_genomic_operon_3,8150,7272,X-unknown,forward,1
1460,GCF_002220595.1_ASM222059v1_genomic_operon_3,7258,6542,X-unknown,reverse,-1
1461,GCF_002220595.1_ASM222059v1_genomic_operon_3,6371,5736,X-unknown,forward,1
1462,GCF_002220595.1_ASM222059v1_genomic_operon_3,5662,4514,X-unknown,reverse,-1
1463,GCF_002220595.1_ASM222059v1_genomic_operon_3,4362,2908,X-unknown,reverse,-1
1464,GCF_002220595.1_ASM222059v1_genomic_operon_3,2895,1630,X-unknown,reverse,-1
1465,GCF_002220595.1_ASM222059v1_genomic_operon_3,1508,0,X-unknown,forward,1
1466,GCF_002220635.1_ASM222063v1_genomic_operon_1,474,695,X-unknown,reverse,-1
1467,GCF_002220635.1_ASM222063v1_genomic_operon_1,796,2580,X-unknown,forward,1
1468,GCF_002220635.1_ASM222063v1_genomic_operon_1,2827,3702,X-unknown,reverse,-1
1469,GCF_002220635.1_ASM222063v1_genomic_operon_1,4379,4642,X-unknown,forward,1
1470,GCF_002220635.1_ASM222063v1_genomic_operon_1,4929,5921,X-unknown,forward,1
1471,GCF_002220635.1_ASM222063v1_genomic_operon_1,6288,6773,X-unknown,forward,1
1472,GCF_002220635.1_ASM222063v1_genomic_operon_1,7023,7133,X-unknown,forward,1
1473,GCF_002220635.1_ASM222063v1_genomic_operon_1,7781,8761,X-unknown,forward,1
1474,GCF_002220635.1_ASM222063v1_genomic_operon_1,9999,10691,ssp6,reverse,-1
1475,GCF_002220635.1_ASM222063v1_genomic_operon_1,10765,10986,X-unknown,reverse,-1
1476,GCF_002220635.1_ASM222063v1_genomic_operon_1,11361,11510,X-unknown,forward,1
1477,GCF_002220635.1_ASM222063v1_genomic_operon_1,11529,12356,X-unknown,forward,1
1478,GCF_002220635.1_ASM222063v1_genomic_operon_1,12601,13764,X-unknown,reverse,-1
1479,GCF_002220635.1_ASM222063v1_genomic_operon_1,14682,14951,X-unknown,reverse,-1
