File,Strain name,Assembly,Locus,BioSample,BioProject,Source,Host,Strain,Location,Collection Date,Submission Date,Species,Short species,Assembly Method,Genome Representation, Genome Coverage,Sequencing Technology,Assembly Length,Number of contigs,Largest contig,Published,Journal,Authors,Title
GCF_000931565.1_ASM93156v1_genomic.gbff,ASM93156v1,GCF_000931565.1,NZ_CP010876,SAMN03287565,PRJNA224116,sputum,Homo sapiens,MNCRE44,USA: Minnesota,Apr-12,05-Feb-15,Escherichia coli,Escherichia coli,Method :: CLC Genomics Workbench v. 7; HGAP v. 3,None,Coverage :: 125x; 100x,Technology :: Illumina MiSeq 2x300; PacBio,5292269,7,5010884,Yes,Antimicrob. Agents Chemother. 59 (12); 7723-7734 (2015),Hargreaves;M.L.; Shaw;K.M.; Dobbins;G.; Snippes Vagnone;P.M.; Harper;J.E.; Boxrud;D.; Lynfield;R.; Aziz;M.; Price;L.B.; Silverstein;K.A.; Danzeisen;J.L.; Youmans;B.; Case;K.; Sreevatsan;S. and Johnson;T.J.,Clonal Dissemination of Enterobacter cloacae Harboring blaKPC-3 in the Upper Midwestern United States
GCF_001870165.1_ASM187016v1_genomic.gbff,ASM187016v1,GCF_001870165.1,NZ_CP017934,SAMN03024573,PRJNA224116,Abdominal Abscess,Homo sapiens,CAV1016,USA:Virginia,Aug-07,31-Oct-16,Klebsiella pneumoniae,Klebsiella pneumoniae,Method :: HGAP v. unspecified,None,Coverage :: 92x,Technology :: PacBio,5597109,4,5387681,Yes,Antimicrob. Agents Chemother. 59 (3); 1656-1663 (2015),Mathers;A.J.; Stoesser;N.; Sheppard;A.E.; Pankhurst;L.; Giess;A.; Yeh;A.J.; Didelot;X.; Turner;S.D.; Sebra;R.; Kasarskis;A.; Peto;T.; Crook;D. and Sifri;C.D.,Klebsiella pneumoniae carbapenemase (KPC)-producing K. pneumoniae at a single institution: insights into endemicity from whole-genome sequencing
GCF_001870185.1_ASM187018v1_genomic.gbff,ASM187018v1,GCF_001870185.1,NZ_CP017928,SAMN03733631,PRJNA224116,Blood,Homo sapiens,CAV1015,USA:Virginia,2007-08,31-Oct-16,Klebsiella oxytoca,Klebsiella oxytoca,Method :: HGAP v. unspecified,None,Coverage :: 120x,Technology :: PacBio,6582387,6,6155924,Yes,Antimicrob. Agents Chemother. 59 (3); 1656-1663 (2015),Mathers;A.J.; Stoesser;N.; Sheppard;A.E.; Pankhurst;L.; Giess;A.; Yeh;A.J.; Didelot;X.; Turner;S.D.; Sebra;R.; Kasarskis;A.; Peto;T.; Crook;D. and Sifri;C.D.,Klebsiella pneumoniae carbapenemase (KPC)-producing K. pneumoniae at a single institution: insights into endemicity from whole-genome sequencing
GCF_000826985.1_ASM82698v1_genomic.gbff,ASM82698v1,GCF_000826985.1,NZ_CP010435,SAMN03268385,PRJNA224116,Human stomach biopsy,Homo sapiens,26695-1,USA: Texas,Jan-05,22-Dec-14,Helicobacter pylori 26695-1,Helicobacter pylori,Method :: CLC NGS Cell v. April-2011,Representation :: Full,Coverage :: 680.0x,Technology :: Illumina HiSeq,1667638,1,1667638,Yes,Antimicrob. Agents Chemother. 59 (4); 2343-2348 (2015),Binh;T.T.; Suzuki;R.; Trang;T.T.; Kwon;D.H. and Yamaoka;Y.,Search for novel candidate mutations for metronidazole resistance in Helicobacter pylori using next-generation sequencing
GCF_001549655.1_ASM154965v1_genomic.gbff,ASM154965v1,GCF_001549655.1,NZ_AP014652,SAMD00020283,PRJNA224116,None,None,TMUS2126,None,None,07-Oct-14,Staphylococcus aureus subsp. aureus,Staphylococcus aureus,Method :: GS De Novo Assembler v. 3.0,None,None,Technology :: IonPGM; 454 GS Junior; ABI 3730,2770164,1,2770164,Yes,Antimicrob. Agents Chemother. 59 (6); 3585-3587 (2015),Yamaguchi;T.; Suzuki;S.; Okamura;S.; Miura;Y.; Tsukimori;A.; Nakamura;I.; Ito;N.; Masuya;A.; Shiina;T. and Matsumoto;T.,Evolution and single-nucleotide polymorphisms in methicillin-resistant Staphylococcus aureus strains with reduced susceptibility to vancomycin and daptomycin; based on determination of the complete genome
GCF_001549675.1_ASM154967v1_genomic.gbff,ASM154967v1,GCF_001549675.1,NZ_AP014653,SAMD00020284,PRJNA224116,None,None,TMUS2134,None,None,07-Oct-14,Staphylococcus aureus subsp. aureus,Staphylococcus aureus,Method :: GS De Novo Assembler v. 3.0,None,None,Technology :: IonPGM; 454 GS Junior; ABI 3730,2770164,1,2770164,Yes,Antimicrob. Agents Chemother. 59 (6); 3585-3587 (2015),Yamaguchi;T.; Suzuki;S.; Okamura;S.; Miura;Y.; Tsukimori;A.; Nakamura;I.; Ito;N.; Masuya;A.; Shiina;T. and Matsumoto;T.,Evolution and single-nucleotide polymorphisms in methicillin-resistant Staphylococcus aureus strains with reduced susceptibility to vancomycin and daptomycin; based on determination of the complete genome
GCF_002250095.2_ASM225009v2_genomic.gbff,ASM225009v2,GCF_002250095.2,NZ_CP017069,SAMN05591932,PRJNA224116,Groin,Homo sapiens,Klug93G-4,Hong Kong,10-Feb-14,25-Aug-17,Staphylococcus lugdunensis,Staphylococcus lugdunensis,Method :: HGAP v. 2,None,Coverage :: 293,Technology :: PacBio,2584152,1,2584152,Yes,Antimicrob. Agents Chemother. 60 (10); 6411-6414 (2016),Ho;P.L.; Liu;M.C.; Chow;K.H.; Tse;C.W.; Lo;W.U.; Mak;S.K. and Lo;W.K.,Emergence of ileS2-Carrying; Multidrug-Resistant Plasmids in Staphylococcus lugdunensis
GCF_002762135.3_ASM276213v3_genomic.gbff,ASM276213v3,GCF_002762135.3,NZ_CP024619,SAMN07945789,PRJNA224116,necropsy,Sus scrofa domesticus,BL10,Taiwan,2011,09-Jul-18,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica,Method :: Velvet v. 1.2.10,Representation :: Full,Coverage :: 100.0x,Technology :: Illumina MiSeq,5193062,6,4835517,Yes,Antimicrob. Agents Chemother. 62 (5); e00213-18 (2018),Hong;Y.P.; Wang;Y.W.; Huang;I.H.; Liao;Y.C.; Kuo;H.C.; Liu;Y.Y.; Tu;Y.H.; Chen;B.H.; Liao;Y.S. and Chiou;C.S.,Genetic Relationships among Multidrug-Resistant Salmonella enterica Serovar Typhimurium Strains from Humans and Animals
GCF_002847445.1_ASM284744v1_genomic.gbff,ASM284744v1,GCF_002847445.1,NZ_CP025430,SAMN08166682,PRJNA224116,sludge,None,J6,South Korea,01/03/2015,16-Dec-17,Paracoccus zhejiangensis,Paracoccus zhejiangensis,Method :: RS HGAP Assembly v. 3.0,Representation :: Full,Coverage :: 237.0x,Technology :: PacBio; Illumina HiSeq,4637247,5,3985112,Yes,Antonie Van Leeuwenhoek 104 (1); 123-128 (2013),Wu;Z.G.; Zhang;D.F.; Liu;Y.L.; Wang;F.; Jiang;X.; Li;C.; Li;S.P.; Hong;Q. and Li;W.J.,Paracoccus zhejiangensis sp. nov.; isolated from activated sludge in wastewater-treatment system
GCF_000020585.3_ASM2058v3_genomic.gbff,ASM2058v3,GCF_000020585.3,NC_011138,SAMN02603915,PRJNA224116,None,None,DE,None,None,22-Jul-13,Alteromonas mediterranea DE,Alteromonas mediterranea,None,None,None,None,4480937,1,4480937,Yes,Antonie Van Leeuwenhoek 107 (1); 119-132 (2015),Ivanova;E.P.; Lopez-Perez;M.; Zabalos;M.; Nguyen;S.H.; Webb;H.K.; Ryan;J.; Lagutin;K.; Vyssotski;M.; Crawford;R.J. and Rodriguez-Valera;F.,Ecophysiological diversity of a novel member of the genus Alteromonas; and description of Alteromonas mediterranea sp. nov
GCF_001741865.1_ASM174186v1_genomic.gbff,ASM174186v1,GCF_001741865.1,NZ_CP017147,SAMN05730837,PRJNA224116,None,Vavilovia formosa,Vaf18,Russia: North Osetia: Caucasus,2012,07-Sep-16,Bosea vaviloviae,Bosea vaviloviae,None,None,None,None,6713548,2,6373793,Yes,Antonie Van Leeuwenhoek 107 (4); 911-920 (2015),Safronova;V.I.; Kuznetsova;I.G.; Sazanova;A.L.; Kimeklis;A.K.; Belimov;A.A.; Andronov;E.E.; Pinaev;A.G.; Chizhevskaya;E.P.; Pukhaev;A.R.; Popov;K.P.; Willems;A. and Tikhonovich;I.A.,Bosea vaviloviae sp. nov.; a new species of slow-growing rhizobia isolated from nodules of the relict species Vavilovia formosa (Stev.) Fed
GCF_003589885.1_ASM358988v1_genomic.gbff,ASM358988v1,GCF_003589885.1,NZ_CP032402,SAMN10022831,PRJNA224116,geothermally heated soil,None,YIM 77502,China: Yunnan,25-Oct-14,14-Sep-18,Actinomadura amylolytica,Actinomadura amylolytica,Method :: SOAPdenovo v. v 2.0,None,Coverage :: 100.0x,Technology :: Illumina,6800142,1,6800142,Yes,Antonie Van Leeuwenhoek 108 (1); 75-83 (2015),Jiao;J.Y.; Liu;L.; Zhou;E.M.; Wei;D.Q.; Ming;H.; Xian;W.D.; Yuan;C.G.; Zhong;J.M. and Li;W.J.,Actinomadura amylolytica sp. nov. and Actinomadura cellulosilytica sp. nov.; isolated from geothermally heated soil
GCF_003367375.1_ASM336737v1_genomic.gbff,ASM336737v1,GCF_003367375.1,NZ_CP031416,SAMN09742667,PRJNA224116,mangrove sediment,None,HK-28,China: Haikou city,28-May-17,01-Aug-18,Gallaecimonas sp. HK-28,Gallaecimonas sp.,Method :: Celera Assembler v. Celera Assembler 8.3,Representation :: Full,Coverage :: 100.0x,Technology :: PacBio RSII,4071977,1,4071977,Yes,Antonie Van Leeuwenhoek (2018) In press,Zhang;W.Y.; Yuan;Y.; Su;D.Q.; He;X.P.; Han;S.B.; Epstein;S.S.; He;S. and Wu;M.,Gallaecimonas mangrovi sp. nov.; a novel bacterium isolated from mangrove sediment
GCF_000203835.1_ASM20383v1_genomic.gbff,ASM20383v1,GCF_000203835.1,NC_003888,None,PRJNA57801,None,None,None,None,None,28-May-02,Streptomyces coelicolor A3(2),Streptomyces coelicolor,None,None,None,None,9054847,3,8667507,Yes,Antonie Van Leeuwenhoek 93 (1-2); 1-25 (2008),Hsiao;N.H. and Kirby;R.,Comparative genomics of Streptomyces avermitilis; Streptomyces cattleya; Streptomyces maritimus and Kitasatospora aureofaciens using a Streptomyces coelicolor microarray system
GCF_003546955.1_ASM354695v1_genomic.gbff,ASM354695v1,GCF_003546955.1,NZ_CP032144,SAMN09951221,PRJNA224116,soil,None,BIM B-439D,Belarus: Vileyka District,2005,05-Sep-18,Bacillus velezensis,Bacillus velezensis,Method :: SPAdes v. 3.11.1; A5-miseq v. 20160825,Representation :: Full,Coverage :: 150.0x,Technology :: Illumina MiSeq; Sanger,3978954,1,3978954,Yes,Appl. Biochem. Microbiol. (2018) In press,Titok;M.A.; Berezhnaya;A.V.; Evdokimova;O.V.; Valentovich;L.N. and Kolomiets;E.I.,Molecular-genetic analysis of chromosomal loci determining the antimicrobial properties of bacteria Bacillus velezensis BIM B-439D
GCF_002037565.1_ASM203756v1_genomic.gbff,ASM203756v1,GCF_002037565.1,NZ_CP017290,SAMN05755917,PRJNA224116,Coisolated with amoeba LPG3; from freshwater residential lily pond,None,LPH1,USA: California,2012,19-Sep-16,Pseudomonas sp. LPH1,Pseudomonas sp.,Method :: Celera Assembler v. 8.3rc1,None,Coverage :: 20x,Technology :: PacBio,5229495,1,5229495,Yes,Appl. Environ. Microbiol. (2017) In press,Ma;A.T.; Beld;J. and Brahamsha;B.,An amoebal grazer of cyanobacteria requires cobalamin produced by heterotrophic bacteria
GCF_002209725.2_ASM220972v2_genomic.gbff,ASM220972v2,GCF_002209725.2,NZ_CP022473,SAMN05579852,PRJNA224116,None,Homo sapiens,MAVP-Q,None,2011,19-Jul-17,Vibrio parahaemolyticus,Vibrio parahaemolyticus,Method :: other v. 2.3.0,Representation :: Full,Coverage :: 90.0x,Technology :: PacBio,5257294,2,3369175,Yes,Appl. Environ. Microbiol. (2017) In press,Xu;F.; Gonzalez-Escalona;N.; Drees;K.P.; Sebra;R.P.; Cooper;V.S.; Jones;S.H. and Whistler;C.A.,Parallel evolution of two clades of a major Atlantic endemic Vibrio parahaemolyticus pathogen lineage by independent acquisition of related pathogenicity islands
GCF_001874585.1_ASM187458v1_genomic.gbff,ASM187458v1,GCF_001874585.1,NZ_CP015018,SAMN04083114,PRJNA224116,freshwater,None,Tro8F10W22,Austria: pond Trog8,2014,23-Mar-16,Polynucleobacter asymbioticus,Polynucleobacter asymbioticus,Method :: Velvet v. 1.2.10,None,Coverage :: 79.2x,Technology :: Illumina MiSeq (2 x 150 bp),2221607,1,2221607,Yes,Appl. Environ. Microbiol. (2017) In press,Hoetzinger;M.; Hahn;M.W.; Jezberova;J.; Schmidt;J. and Koll;U.,Microdiversification of a pelagic Polynucleobacter species is mainly driven by acquisition of genomic islands from a partially interspecific gene pool
GCF_002220985.3_HGAP_genomic.gbff,HGAP,GCF_002220985.3,NZ_CP022552,SAMN06042545,PRJNA224116,stool,Homo sapiens,MAVP-R,None,2011,19-Apr-18,Vibrio parahaemolyticus,Vibrio parahaemolyticus,Method :: other v. 2.3.0,Representation :: Full,Coverage :: 56.0x,Technology :: PacBio,5249405,2,3468665,Yes,Appl. Environ. Microbiol. (2017) In press,Xu;F.; Gonzalez-Escalona;N.; Drees;K.P.; Sebra;R.P.; Cooper;V.S.; Jones;S.H. and Whistler;C.A.,Parallel evolution of two clades of a major Atlantic endemic Vibrio parahaemolyticus pathogen lineage by independent acquisition of related pathogenicity islands
GCF_001874565.1_ASM187456v1_genomic.gbff,ASM187456v1,GCF_001874565.1,NZ_CP015017,SAMN04086670,PRJNA224116,freshwater,None,MWH-RechtKol4,Austria: Rauriser Urwald: Rechteckteich,2006,23-Mar-16,Polynucleobacter asymbioticus,Polynucleobacter asymbioticus,Method :: Velvet v. 1.2.10,None,Coverage :: 82.6,Technology :: Illumina MiSeq (2 x 150 bp),2382558,1,2382558,Yes,Appl. Environ. Microbiol. (2017) In press,Hoetzinger;M.; Hahn;M.W.; Jezberova;J.; Schmidt;J. and Koll;U.,Microdiversification of a pelagic Polynucleobacter species is mainly driven by acquisition of genomic islands from a partially interspecific gene pool
GCF_001874545.1_ASM187454v1_genomic.gbff,ASM187454v1,GCF_001874545.1,NZ_CP015016,SAMN04575156,PRJNA224116,freshwater,None,MWH-RechtKolB,Austria: Alps: Rechteckteich,25-Oct-06,23-Mar-16,Polynucleobacter asymbioticus,Polynucleobacter asymbioticus,Method :: Velvet v. 1.2.10,None,Coverage :: 151.9x,Technology :: Illumina MiSeq (2 x 150 bp),2355392,1,2355392,Yes,Appl. Environ. Microbiol. (2017) In press,Hoetzinger;M.; Hahn;M.W.; Jezberova;J.; Schmidt;J. and Koll;U.,Microdiversification of a pelagic Polynucleobacter species is mainly driven by acquisition of genomic islands from a partially interspecific gene pool
GCF_000008065.1_ASM806v1_genomic.gbff,ASM806v1,GCF_000008065.1,NC_005362,SAMN02603676,PRJNA224116,None,None,NCC 533,None,None,01-Dec-03,Lactobacillus johnsonii NCC 533,Lactobacillus johnsonii,None,None,None,None,1992676,1,1992676,Yes,Appl. Environ. Microbiol. 70 (3); 1869-1873 (2004),van der Kaaij;H.; Desiere;F.; Mollet;B. and Germond;J.E.,L-alanine auxotrophy of Lactobacillus johnsonii as demonstrated by physiological; genomic; and gene complementation approaches
GCF_000018665.1_ASM1866v1_genomic.gbff,ASM1866v1,GCF_000018665.1,NC_010002,SAMN00623041,PRJNA224116,None,None,SPH-1,None,None,05-Nov-07,Delftia acidovorans SPH-1,Delftia acidovorans,None,None,None,None,6767514,1,6767514,Yes,Appl. Environ. Microbiol. 70 (7); 4053-4063 (2004),Schleheck;D.; Knepper;T.P.; Fischer;K. and Cook;A.M.,Mineralization of individual congeners of linear alkylbenzenesulfonate by defined pairs of heterotrophic bacteria
GCF_000012725.1_ASM1272v1_genomic.gbff,ASM1272v1,GCF_000012725.1,NC_007406,SAMN02598308,PRJNA224116,None,None,Nb-255,None,None,01-Sep-05,Nitrobacter winogradskyi Nb-255,Nitrobacter winogradskyi,None,None,None,None,3402093,1,3402093,Yes,Appl. Environ. Microbiol. 72 (3); 2050-2063 (2006),Starkenburg;S.R.; Chain;P.S.; Sayavedra-Soto;L.A.; Hauser;L.; Land;M.L.; Larimer;F.W.; Malfatti;S.A.; Klotz;M.G.; Bottomley;P.J.; Arp;D.J. and Hickey;W.J.,Genome sequence of the chemolithoautotrophic nitrite-oxidizing bacterium Nitrobacter winogradskyi Nb-255
GCF_003076275.1_ASM307627v1_genomic.gbff,ASM307627v1,GCF_003076275.1,NZ_CP029064,SAMN08974432,PRJNA224116,Sea water,None,A4B17,Japan,23/07/2002,25-Apr-18,Microbulbifer sp. A4B17,Microbulbifer sp.,Method :: SMRT portal v. 2.3.0,Representation :: Full,Coverage :: 200.0x,Technology :: PacBio,5035829,1,5035829,Yes,Appl. Environ. Microbiol. 72 (8); 5556-5561 (2006),Peng;X.; Adachi;K.; Chen;C.; Kasai;H.; Kanoh;K.; Shizuri;Y. and Misawa;N.,Discovery of a marine bacterium producing 4-hydroxybenzoate and its alkyl esters; parabens
GCF_000014145.1_ASM1414v1_genomic.gbff,ASM1414v1,GCF_000014145.1,NC_008255,SAMN02598536,PRJNA224116,None,None,ATCC 33406,None,None,02-Jun-06,Cytophaga hutchinsonii ATCC 33406,Cytophaga hutchinsonii,None,None,None,None,4433218,1,4433218,Yes,Appl. Environ. Microbiol. 73 (11); 3536-3546 (2007),Xie;G.; Bruce;D.C.; Challacombe;J.F.; Chertkov;O.; Detter;J.C.; Gilna;P.; Han;C.S.; Lucas;S.; Misra;M.; Myers;G.L.; Richardson;P.; Tapia;R.; Thayer;N.; Thompson;L.S.; Brettin;T.S.; Henrissat;B.; Wilson;D.B. and McBride;M.J.,Genome sequence of the cellulolytic gliding bacterium Cytophaga hutchinsonii
GCF_000014065.1_ASM1406v1_genomic.gbff,ASM1406v1,GCF_000014065.1,NC_008044,SAMN02598292,PRJNA224116,None,None,TM1040,None,None,11-May-06,Ruegeria sp. TM1040,Ruegeria sp.,None,None,None,None,4153699,3,3200938,Yes,Appl. Environ. Microbiol. 73 (14); 4559-4569 (2007),Moran;M.A.; Belas;R.; Schell;M.A.; Gonzalez;J.M.; Sun;F.; Sun;S.; Binder;B.J.; Edmonds;J.; Ye;W.; Orcutt;B.; Howard;E.C.; Meile;C.; Palefsky;W.; Goesmann;A.; Ren;Q.; Paulsen;I.; Ulrich;L.E.; Thompson;L.S.; Saunders;E. and Buchan;A.,Ecological genomics of marine Roseobacters
GCF_000013565.1_ASM1356v1_genomic.gbff,ASM1356v1,GCF_000013565.1,NC_007802,SAMN02598279,PRJNA224116,None,None,CCS1,None,None,23-Feb-06,Jannaschia sp. CCS1,Jannaschia sp.,None,None,None,None,4404049,2,4317977,Yes,Appl. Environ. Microbiol. 73 (14); 4559-4569 (2007),Moran;M.A.; Belas;R.; Schell;M.A.; Gonzalez;J.M.; Sun;F.; Sun;S.; Binder;B.J.; Edmonds;J.; Ye;W.; Orcutt;B.; Howard;E.C.; Meile;C.; Palefsky;W.; Goesmann;A.; Ren;Q.; Paulsen;I.; Ulrich;L.E.; Thompson;L.S.; Saunders;E. and Buchan;A.,Ecological genomics of marine Roseobacters
GCF_000196355.1_ASM19635v1_genomic.gbff,ASM19635v1,GCF_000196355.1,NC_007614,SAMN02598322,PRJNA224116,None,None,ATCC 25196,None,None,08-Aug-05,Nitrosospira multiformis ATCC 25196,Nitrosospira multiformis,None,None,None,None,3234309,4,3184243,Yes,Appl. Environ. Microbiol. 74 (11); 3559-3572 (2008),Norton;J.M.; Klotz;M.G.; Stein;L.Y.; Arp;D.J.; Bottomley;P.J.; Chain;P.S.; Hauser;L.J.; Land;M.L.; Larimer;F.W.; Shin;M.W. and Starkenburg;S.R.,Complete genome sequence of Nitrosospira multiformis; an ammonia-oxidizing bacterium from the soil environment
GCF_000016545.1_ASM1654v1_genomic.gbff,ASM1654v1,GCF_000016545.1,NC_009437,SAMN00623033,PRJNA224116,None,None,DSM 8903,None,None,30-Aug-11,Caldicellulosiruptor saccharolyticus DSM 8903,Caldicellulosiruptor saccharolyticus,None,None,None,None,2970275,1,2970275,Yes,Appl. Environ. Microbiol. 74 (21); 6720-6729 (2008),van de Werken;H.J.; Verhaart;M.R.; VanFossen;A.L.; Willquist;K.; Lewis;D.L.; Nichols;J.D.; Goorissen;H.P.; Mongodin;E.F.; Nelson;K.E.; van Niel;E.W.; Stams;A.J.; Ward;D.E.; de Vos;W.M.; van der Oost;J.; Kelly;R.M. and Kengen;S.W.,Hydrogenomics of the extremely thermophilic bacterium Caldicellulosiruptor saccharolyticus
GCF_000012965.1_ASM1296v1_genomic.gbff,ASM1296v1,GCF_000012965.1,NC_007575,SAMN02598289,PRJNA224116,None,None,DSM 1251,None,None,13-Nov-07,Sulfurimonas denitrificans DSM 1251,Sulfurimonas denitrificans,None,None,None,None,2201561,1,2201561,Yes,Appl. Environ. Microbiol. 74 (4); 1145-1156 (2008),Sievert;S.M.; Scott;K.M.; Klotz;M.G.; Chain;P.S.; Hauser;L.J.; Hemp;J.; Hugler;M.; Land;M.; Lapidus;A.; Larimer;F.W.; Lucas;S.; Malfatti;S.A.; Meyer;F.; Paulsen;I.T.; Ren;Q.; Simon;J. and USF Genomics Class.,Genome of the epsilonproteobacterial chemolithoautotroph Sulfurimonas denitrificans
GCF_000018545.1_ASM1854v1_genomic.gbff,ASM1854v1,GCF_000018545.1,NC_012587,None,PRJNA59081,None,None,NGR234,None,None,22-Apr-09,Sinorhizobium fredii NGR234,Sinorhizobium fredii,None,None,None,None,6891900,3,3925702,Yes,Appl. Environ. Microbiol. 75 (12); 4035-4045 (2009),Schmeisser;C.; Liesegang;H.; Krysciak;D.; Bakkou;N.; Le Quere;A.; Wollherr;A.; Heinemeyer;I.; Morgenstern;B.; Pommerening-Roser;A.; Flores;M.; Palacios;R.; Brenner;S.; Gottschalk;G.; Schmitz;R.A.; Broughton;W.J.; Perret;X.; Strittmatter;A.W. and Streit;W.R.,Rhizobium sp. strain NGR234 possesses a remarkable number of secretion systems
GCF_000093145.3_ASM9314v2_genomic.gbff,ASM9314v2,GCF_000093145.3,NC_013446,SAMN02603356,PRJNA224116,None,None,CNB-1,None,None,03-Mar-14,Comamonas thiooxydans,Comamonas thiooxydans,None,None,None,None,5373644,1,5373644,Yes,Appl. Environ. Microbiol. 75 (21); 6812-6819 (2009),Ma;Y.F.; Zhang;Y.; Zhang;J.Y.; Chen;D.W.; Zhu;Y.; Zheng;H.; Wang;S.Y.; Jiang;C.Y.; Zhao;G.P. and Liu;S.J.,The complete genome of Comamonas testosteroni reveals its genetic adaptations to changing environments
GCF_000016645.1_ASM1664v1_genomic.gbff,ASM1664v1,GCF_000016645.1,NC_009441,SAMN02598357,PRJNA224116,None,None,UW101; ATCC 17061,None,None,03-Feb-09,Flavobacterium johnsoniae UW101,Flavobacterium johnsoniae,None,None,None,None,6096872,1,6096872,Yes,Appl. Environ. Microbiol. 75 (21); 6864-6875 (2009),McBride;M.J.; Xie;G.; Martens;E.C.; Lapidus;A.; Henrissat;B.; Rhodes;R.G.; Goltsman;E.; Wang;W.; Xu;J.; Hunnicutt;D.W.; Staroscik;A.M.; Hoover;T.R.; Cheng;Y.Q. and Stein;J.L.,Novel features of the polysaccharide-digesting gliding bacterium Flavobacterium johnsoniae as revealed by genome sequence analysis
GCF_000009405.1_ASM940v1_genomic.gbff,ASM940v1,GCF_000009405.1,NC_012121,SAMEA2272563,PRJNA224116,None,None,TM300,Germany:Bavaria,None,27-Jul-06,Staphylococcus carnosus subsp. carnosus TM300,Staphylococcus carnosus,None,None,None,None,2566424,1,2566424,Yes,Appl. Environ. Microbiol. 75 (3); 811-822 (2009),Rosenstein;R.; Nerz;C.; Biswas;L.; Resch;A.; Raddatz;G.; Schuster;S.C. and Gotz;F.,Genome analysis of the meat starter culture bacterium Staphylococcus carnosus TM300
GCF_000014005.1_ASM1400v1_genomic.gbff,ASM1400v1,GCF_000014005.1,NC_008009,SAMN02598354,PRJNA224116,None,None,Ellin345,None,None,25-Apr-06,Candidatus Koribacter versatilis Ellin345,Candidatus Koribacter,None,None,None,None,5650368,1,5650368,Yes,Appl. Environ. Microbiol. 75 (7); 2046-2056 (2009),Ward;N.L.; Challacombe;J.F.; Janssen;P.H.; Henrissat;B.; Coutinho;P.M.; Wu;M.; Xie;G.; Haft;D.H.; Sait;M.; Badger;J.; Barabote;R.D.; Bradley;B.; Brettin;T.S.; Brinkac;L.M.; Bruce;D.; Creasy;T.; Daugherty;S.C.; Davidsen;T.M.; DeBoy;R.T.; Detter;J.C.; Dodson;R.J.; Durkin;A.S.; Ganapathy;A.; Gwinn-Giglio;M.; Han;C.S.;,Three genomes from the phylum Acidobacteria provide insight into the lifestyles of these microorganisms in soils
GCF_000022565.1_ASM2256v1_genomic.gbff,ASM2256v1,GCF_000022565.1,NC_012483,SAMN02603447,PRJNA224116,None,None,ATCC 51196,None,None,26-Feb-09,Acidobacterium capsulatum ATCC 51196,Acidobacterium capsulatum,None,None,None,None,4127356,1,4127356,Yes,Appl. Environ. Microbiol. 75 (7); 2046-2056 (2009),Ward;N.L.; Challacombe;J.F.; Janssen;P.H.; Henrissat;B.; Coutinho;P.M.; Wu;M.; Xie;G.; Haft;D.H.; Sait;M.; Badger;J.; Barabote;R.D.; Bradley;B.; Brettin;T.S.; Brinkac;L.M.; Bruce;D.; Creasy;T.; Daugherty;S.C.; Davidsen;T.M.; DeBoy;R.T.; Detter;J.C.; Dodson;R.J.; Durkin;A.S.; Ganapathy;A.; Gwinn-Giglio;M.; Han;C.S.;,Three genomes from the phylum Acidobacteria provide insight into the lifestyles of these microorganisms in soils
GCF_000020145.1_ASM2014v1_genomic.gbff,ASM2014v1,GCF_000020145.1,NC_010644,SAMN00000042,PRJNA224116,None,None,Pei191,None,None,28-Apr-08,Elusimicrobium minutum Pei191,Elusimicrobium minutum,None,None,None,None,1643562,1,1643562,Yes,Appl. Environ. Microbiol. 75 (9); 2841-2849 (2009),Herlemann;D.P.; Geissinger;O.; Ikeda-Ohtsubo;W.; Kunin;V.; Sun;H.; Lapidus;A.; Hugenholtz;P. and Brune;A.,Genomic analysis of 'Elusimicrobium minutum;' the first cultivated representative of the phylum 'Elusimicrobia' (formerly termite group 1)
